character_id,comic_id
1009356,17368
1009356,17449
1009356,17226
1009356,17233
1009356,17296
1009356,16445
1009356,21845
1009356,16488
1009356,16645
1009356,16547
1009356,16487
1009356,16632
1009356,16483
1009356,16641
1009356,16209
1009356,16132
1009356,16208
1009356,15922
1009356,16102
1009356,15902
1009356,15983
1009356,15948
1009356,15984
1009356,16003
1009356,16033
1009356,15917
1009356,15831
1009356,15906
1009356,15916
1009356,15866
1009356,13517
1009356,13516
1009356,13447
1009356,13535
1009356,6342
1009356,6332
1009356,6277
1009356,6266
1009356,6146
1009356,6156
1009356,6127
1009356,6088
1009356,5949
1009356,6003
1009356,5861
1009356,5800
1009356,5240
1009356,41200
1009356,40708
1009356,40471
1009356,40137
1009356,38796
1009356,38141
1009356,39685
1009356,39684
1009356,38239
1009356,29733
1009356,28005
1009356,28006
1009356,28927
1009356,28949
1009356,35497
1009356,39304
1009356,38881
1009356,38062
1009356,36060
1009356,37068
1009356,25970
1009356,24348
1009356,23926
1009356,24066
1009356,24549
1009356,23890
1009356,22935
1009356,23015
1009356,22856
1009356,23060
1009356,23057
1009356,22609
1009356,22608
1009356,22524
1009356,22420
1009356,22058
1009356,21804
1009356,21829
1009356,21813
1009356,21805
1009356,21618
1009356,21629
1009356,21631
1009356,21426
1009356,21315
1009356,21248
1009356,21247
1009356,20725
1009356,20656
1009356,20726
1009356,20634
1009356,17451
1009356,17454
1009356,17368
1009356,17449
1009356,17226
1009356,17233
1009356,17296
1009356,16445
1009356,21845
1009356,16488
1009356,16645
1009356,16547
1009356,16487
1009356,16632
1009356,16483
1009356,16641
1009356,16209
1009356,16132
1009356,16208
1009356,15922
1009356,16102
1009356,15902
1009356,15983
1009356,15948
1009356,15984
1009356,16003
1009356,16033
1009356,15917
1009356,15831
1009356,15906
1009356,15916
1009356,15866
1009356,13517
1009356,13516
1009356,13447
1009356,13535
1009356,6342
1009356,6332
1009356,6277
1009356,6266
1009356,6146
1009356,6156
1009356,6127
1009356,6088
1009356,5949
1009356,6003
1009356,5861
1009356,5800
1009356,5240
1009356,41200
1009356,40708
1009356,40471
1009356,40137
1009356,38796
1009356,38141
1009356,39685
1009356,39684
1009356,38239
1009356,29733
1009356,28005
1009356,28006
1009356,28927
1009356,28949
1009356,35497
1009356,39304
1009356,38881
1009356,38062
1009356,36060
1009356,37068
1009356,25970
1009356,24348
1009356,23926
1009356,24066
1009356,24549
1009356,23890
1009356,22935
1009356,23015
1009356,22856
1009356,23060
1009356,23057
1009356,22609
1009356,22608
1009356,22524
1009356,22420
1009356,22058
1009356,21804
1009356,21829
1009356,21813
1009356,21805
1009356,21618
1009356,21629
1009356,21631
1009356,21426
1009356,21315
1009356,21248
1009356,21247
1009356,20725
1009356,20656
1009356,20726
1009356,20634
1009356,17451
1009356,17454
1009356,17368
1009356,17449
1009356,17226
1009356,17233
1009356,17296
1009356,16445
1009356,21845
1009356,16488
1009356,16645
1009356,16547
1009356,16487
1009356,16632
1009356,16483
1009356,16641
1009356,16209
1009356,16132
1009356,16208
1009356,15922
1009356,16102
1009356,15902
1009356,15983
1009356,15948
1009356,15984
1009356,16003
1009356,16033
1009356,15917
1009356,15831
1009356,15906
1009356,15916
1009356,15866
1009356,13517
1009356,13516
1009356,13447
1009356,13535
1009356,6342
1009356,6332
1009356,6277
1009356,6266
1009356,6146
1009356,6156
1009356,6127
1009356,6088
1009356,5949
1009356,6003
1009356,5861
1009356,5800
1009356,5240
1009356,41200
1009356,40708
1009356,40471
1009356,40137
1009356,38796
1009356,38141
1009356,39685
1009356,39684
1009356,38239
1009356,29733
1009356,28005
1009356,28006
1009356,28927
1009356,28949
1009356,35497
1009356,39304
1009356,38881
1009356,38062
1009356,36060
1009356,37068
1009356,25970
1009356,24348
1009356,23926
1009356,24066
1009356,24549
1009356,23890
1009356,22935
1009356,23015
1009356,22856
1009356,23060
1009356,23057
1009356,22609
1009356,22608
1009356,22524
1009356,22420
1009356,22058
1009356,21804
1009356,21829
1009356,21813
1009356,21805
1009356,21618
1009356,21629
1009356,21631
1009356,21426
1009356,21315
1009356,21248
1009356,21247
1009356,20725
1009356,20656
1009356,20726
1009356,20634
1009356,17451
1009356,17454
1009356,17368
1009356,17449
1009356,17226
1009356,17233
1009356,17296
1009356,16445
1009356,21845
1009356,16488
1009356,16645
1009356,16547
1009356,16487
1009356,16632
1009356,16483
1009356,16641
1009356,16209
1009356,16132
1009356,16208
1009356,15922
1009356,16102
1009356,15902
1009356,15983
1009356,15948
1009356,15984
1009356,16003
1009356,16033
1009356,15917
1009356,15831
1009356,15906
1009356,15916
1009356,15866
1009356,13517
1009356,13516
1009356,13447
1009356,13535
1009356,6342
1009356,6332
1009356,6277
1009356,6266
1009356,6146
1009356,6156
1009356,6127
1009356,6088
1009356,5949
1009356,6003
1009356,5861
1009356,5800
1009356,5240
1009356,41200
1009356,40708
1009356,40471
1009356,40137
1009356,38796
1009356,38141
1009356,39685
1009356,39684
1009356,38239
1009356,29733
1009356,28005
1009356,28006
1009356,28927
1009356,28949
1009356,35497
1009356,39304
1009356,38881
1009356,38062
1009356,36060
1009356,37068
1009356,25970
1009356,24348
1009356,23926
1009356,24066
1009356,24549
1009356,23890
1009356,22935
1009356,23015
1009356,22856
1009356,23060
1009356,23057
1009356,22609
1009356,22608
1009356,22524
1009356,22420
1009356,22058
1009356,21804
1009356,21829
1009356,21813
1009356,21805
1009356,21618
1009356,21629
1009356,21631
1009356,21426
1009356,21315
1009356,21248
1009356,21247
1009356,20725
1009356,20656
1009356,20726
1009356,20634
1009356,17451
1009356,17454
1009356,17368
1009356,17449
1009356,17226
1009356,17233
1009356,17296
1009356,16445
1009356,21845
1009356,16488
1009356,16645
1009356,16547
1009356,16487
1009356,16632
1009356,16483
1009356,16641
1009356,16209
1009356,16132
1009356,16208
1009356,15922
1009356,16102
1009356,15902
1009356,15983
1009356,15948
1009356,15984
1009356,16003
1009356,16033
1009356,15917
1009356,15831
1009356,15906
1009356,15916
1009356,15866
1009356,13517
1009356,13516
1009356,13447
1009356,13535
1009356,6342
1009356,6332
1009356,6277
1009356,6266
1009356,6146
1009356,6156
1009356,6127
1009356,6088
1009356,5949
1009356,6003
1009356,5861
1009356,5800
1009356,5240
1009356,41200
1009356,40708
1009356,40471
1009356,40137
1009356,38796
1009356,38141
1009356,39685
1009356,39684
1009356,38239
1009356,29733
1009356,28005
1009356,28006
1009356,28927
1009356,28949
1009356,35497
1009356,39304
1009356,38881
1009356,38062
1009356,36060
1009356,37068
1009356,25970
1009356,24348
1009356,23926
1009356,24066
1009356,24549
1009356,23890
1009356,22935
1009356,23015
1009356,22856
1009356,23060
1009356,23057
1009356,22609
1009356,22608
1009356,22524
1009356,22420
1009356,22058
1009356,21804
1009356,21829
1009356,21813
1009356,21805
1009356,21618
1009356,21629
1009356,21631
1009356,21426
1009356,21315
1009356,21248
1009356,21247
1009356,20725
1009356,20656
1009356,20726
1009356,20634
1009356,17451
1009356,17454
1009356,17368
1009356,17449
1009356,17226
1009356,17233
1009356,17296
1009356,16445
1009356,21845
1009356,16488
1009356,16645
1009356,16547
1009356,16487
1009356,16632
1009356,16483
1009356,16641
1009356,16209
1009356,16132
1009356,16208
1009356,15922
1009356,16102
1009356,15902
1009356,15983
1009356,15948
1009356,15984
1009356,16003
1009356,16033
1009356,15917
1009356,15831
1009356,15906
1009356,15916
1009356,15866
1009356,13517
1009356,13516
1009356,13447
1009356,13535
1009356,6342
1009356,6332
1009356,6277
1009356,6266
1009356,6146
1009356,6156
1009356,6127
1009356,6088
1009356,5949
1009356,6003
1009356,5861
1009356,5800
1009356,5240
1009356,41200
1009356,40708
1009356,40471
1009356,40137
1009356,38796
1009356,38141
1009356,39685
1009356,39684
1009356,38239
1009356,29733
1009356,28005
1009356,28006
1009356,28927
1009356,28949
1009356,35497
1009356,39304
1009356,38881
1009356,38062
1009356,36060
1009356,37068
1009356,25970
1009356,24348
1009356,23926
1009356,24066
1009356,24549
1009356,23890
1009356,22935
1009356,23015
1009356,22856
1009356,23060
1009356,23057
1009356,22609
1009356,22608
1009356,22524
1009356,22420
1009356,22058
1009356,21804
1009356,21829
1009356,21813
1009356,21805
1009356,21618
1009356,21629
1009356,21631
1009356,21426
1009356,21315
1009356,21248
1009356,21247
1009356,20725
1009356,20656
1009356,20726
1009356,20634
1009356,17451
1009356,17454
1009356,17368
1009356,17449
1009356,17226
1009356,17233
1009356,17296
1009356,16445
1009356,21845
1009356,16488
1009356,16645
1009356,16547
1009356,16487
1009356,16632
1009356,16483
1009356,16641
1009356,16209
1009356,16132
1009356,16208
1009356,15922
1009356,16102
1009356,15902
1009356,15983
1009356,15948
1009356,15984
1009356,16003
1009356,16033
1009356,15917
1009356,15831
1009356,15906
1009356,15916
1009356,15866
1009356,13517
1009356,13516
1009356,13447
1009356,13535
1009356,6342
1009356,6332
1009356,6277
1009356,6266
1009356,6146
1009356,6156
1009356,6127
1009356,6088
1009356,5949
1009356,6003
1009356,5861
1009356,5800
1009356,5240
1010927,37168
1010927,5216
1010927,4425
1010927,4516
1010927,4514
1010927,4339
1010927,4216
1010927,4217
1010927,7352
1009269,40209
1009269,37592
1009269,1773
1009269,1780
1009269,8519
1009269,8492
1009269,8491
1009269,8490
1009269,8489
1009269,8488
1009269,18172
1009269,20207
1009269,20181
1009269,10379
1009269,18727
1009269,8136
1011076,15898
1011076,5045
1009719,37168
1009719,37446
1009719,31140
1009719,5872
1009719,24348
1009719,22935
1009719,23060
1009719,23057
1009719,22461
1009719,21802
1009719,21636
1009719,21394
1009719,21085
1009719,20866
1009719,20865
1009719,20670
1009719,20636
1009719,17627
1009719,17247
1009719,16519
1009719,16626
1009719,15965
1009719,15855
1009719,16017
1009719,16018
1009719,13477
1009719,6247
1009719,6301
1009719,6232
1009719,6104
1009719,6097
1009719,5943
1009719,5844
1009719,5779
1009719,5705
1009719,5633
1009719,5368
1009719,4461
1009719,4241
1009719,3631
1009719,3171
1009719,3117
1009719,1981
1009719,1795
1009719,1311
1009719,1098
1009719,17544
1009719,1033
1009719,1038
1009719,17541
1009719,17540
1009719,17539
1009719,15015
1009719,17538
1009719,15013
1009719,17537
1009719,17536
1009719,17533
1009719,7354
1009719,17530
1009719,17528
1009719,17526
1009719,17525
1009719,17524
1009719,17522
1009719,17521
1009719,17520
1009719,17519
1009719,10286
1009719,17518
1009719,10284
1009719,17517
1009719,17516
1009719,17515
1009719,23498
1009719,17946
1009719,7458
1009719,17509
1009719,17507
1009719,17506
1009719,17505
1009719,1083
1009719,954
1009719,12404
1009719,17504
1009719,17503
1009719,8557
1009719,17502
1009719,17500
1009719,17499
1009719,12411
1009719,17498
1009719,17497
1009719,17496
1009719,17495
1009719,17494
1009719,17493
1009719,17492
1009719,37770
1009719,17491
1009719,37168
1009719,37446
1009719,31140
1009719,5872
1009719,24348
1009719,22935
1009719,23060
1009719,23057
1009719,22461
1009719,21802
1009719,21636
1009719,21394
1009719,21085
1009719,20866
1009719,20865
1009719,20670
1009719,20636
1009719,17627
1009719,17247
1009719,16519
1009719,16626
1009719,15965
1009719,15855
1009719,16017
1009719,16018
1009719,13477
1009719,6247
1009719,6301
1009719,6232
1009719,6104
1009719,6097
1009719,5943
1009719,5844
1009719,5779
1009719,5705
1009719,5633
1009719,5368
1009719,4461
1009719,4241
1009719,3631
1009719,3171
1009719,3117
1009719,1981
1009719,1795
1009719,1311
1009719,1098
1009719,17544
1009719,1033
1009719,1038
1009719,17541
1009719,17540
1009719,17539
1009719,15015
1009719,17538
1009719,15013
1009719,17537
1009719,17536
1009719,17533
1009719,7354
1009719,17530
1009719,17528
1009719,17526
1009719,17525
1009719,17524
1009719,17522
1009719,17521
1009719,17520
1009719,17519
1009719,10286
1009719,17518
1009719,10284
1009719,17517
1009719,17516
1009719,17515
1009719,23498
1009719,17946
1009719,7458
1009719,17509
1009719,17507
1009719,17506
1009719,17505
1009719,1083
1009719,954
1009719,12404
1009719,17504
1009719,17503
1009719,8557
1009719,17502
1009719,17500
1009719,17499
1009719,12411
1009719,17498
1009719,17497
1009719,17496
1009719,17495
1009719,17494
1009719,17493
1009719,17492
1009719,37770
1009719,17491
1009445,40849
1009445,39530
1009445,39531
1009445,3499
1009445,2457
1009445,2426
1009445,2085
1009445,1192
1009445,1147
1009445,1094
1009445,16257
1009445,16255
1009445,16254
1009445,16251
1009445,16250
1009445,16327
1009445,16326
1009445,16315
1009445,13920
1009445,1056
1009445,23501
1009445,13904
1009445,14376
1009445,8591
1009445,8590
1009445,8589
1009445,8588
1009445,18033
1009445,18028
1009445,18019
1009445,18012
1009445,12527
1009445,12520
1009445,12476
1009445,12474
1009445,12465
1009681,1028
1009681,17974
1009681,17973
1009681,17972
1009681,17971
1009681,17970
1009681,17969
1009681,17968
1009681,17967
1009681,17966
1009681,17964
1009681,17963
1009681,17962
1009681,17961
1009486,29463
1009486,36865
1009486,29457
1009486,30322
1009486,37071
1009486,36717
1009486,30321
1009486,35876
1009486,30320
1009486,35880
1009486,36665
1009486,30319
1009486,30318
1009486,36663
1009486,36662
1009486,30317
1009486,23474
1009486,30305
1009486,32402
1009486,28226
1009486,24417
1009486,24416
1009486,24412
1009486,24410
1009486,24409
1009486,28686
1009486,28631
1009486,24406
1009486,27813
1009486,24405
1009486,24403
1009486,24135
1009486,24136
1009486,23926
1009486,23925
1009486,23738
1009486,23834
1009486,23642
1009486,23567
1009486,23568
1009486,23569
1009486,23078
1009486,23077
1009486,23076
1009486,22979
1009486,22865
1009486,1879
1009486,1409
1009486,8464
1009486,16906
1011160,5844
1011160,1311
1011160,17518
1011160,17556
1009257,48676
1009257,47314
1009257,41279
1009257,41189
1009257,40152
1009257,35241
1009257,41191
1009257,42433
1009257,42800
1009257,36621
1009257,39322
1009257,40159
1009257,38084
1009257,40154
1009257,39318
1009257,41937
1009257,39737
1009257,41161
1009257,37942
1009257,36637
1009257,38971
1009257,41118
1009257,38083
1009257,40068
1009257,41840
1009257,41822
1009257,36443
1009257,41312
1009257,41313
1009257,40064
1009257,38489
1009257,36639
1009257,40067
1009257,38490
1009257,39683
1009257,36504
1009257,39682
1009257,40665
1009257,41404
1009257,40065
1009257,39530
1009257,38492
1009257,39531
1009257,39388
1009257,31021
1009257,40066
1009257,38491
1009257,39987
1009257,39986
1009257,39445
1009257,38481
1009257,38482
1009257,30873
1009257,38300
1009257,38904
1009257,32188
1009257,39600
1009257,39301
1009257,39300
1009257,39041
1009257,40090
1009257,38238
1009257,38318
1009257,38905
1009257,38243
1009257,36433
1009257,40169
1009257,36932
1009257,34377
1009257,37650
1009257,30234
1009257,38706
1009257,36943
1009257,38524
1009257,37200
1009257,38302
1009257,39742
1009257,29506
1009257,36324
1009257,38317
1009257,33098
1009257,30232
1009257,37202
1009257,32202
1009257,37969
1009257,37974
1009257,38810
1009257,36329
1009257,37971
1009257,38365
1009257,38809
1009257,32199
1009257,32197
1009257,38325
1009257,32819
1009257,32861
1009257,32859
1009257,32193
1009257,32857
1009257,32856
1009257,48676
1009257,47314
1009257,41279
1009257,41189
1009257,40152
1009257,35241
1009257,41191
1009257,42433
1009257,42800
1009257,36621
1009257,39322
1009257,40159
1009257,38084
1009257,40154
1009257,39318
1009257,41937
1009257,39737
1009257,41161
1009257,37942
1009257,36637
1009257,38971
1009257,41118
1009257,38083
1009257,40068
1009257,41840
1009257,41822
1009257,36443
1009257,41312
1009257,41313
1009257,40064
1009257,38489
1009257,36639
1009257,40067
1009257,38490
1009257,39683
1009257,36504
1009257,39682
1009257,40665
1009257,41404
1009257,40065
1009257,39530
1009257,38492
1009257,39531
1009257,39388
1009257,31021
1009257,40066
1009257,38491
1009257,39987
1009257,39986
1009257,39445
1009257,38481
1009257,38482
1009257,30873
1009257,38300
1009257,38904
1009257,32188
1009257,39600
1009257,39301
1009257,39300
1009257,39041
1009257,40090
1009257,38238
1009257,38318
1009257,38905
1009257,38243
1009257,36433
1009257,40169
1009257,36932
1009257,34377
1009257,37650
1009257,30234
1009257,38706
1009257,36943
1009257,38524
1009257,37200
1009257,38302
1009257,39742
1009257,29506
1009257,36324
1009257,38317
1009257,33098
1009257,30232
1009257,37202
1009257,32202
1009257,37969
1009257,37974
1009257,38810
1009257,36329
1009257,37971
1009257,38365
1009257,38809
1009257,32199
1009257,32197
1009257,38325
1009257,32819
1009257,32861
1009257,32859
1009257,32193
1009257,32857
1009257,32856
1009257,48676
1009257,47314
1009257,41279
1009257,41189
1009257,40152
1009257,35241
1009257,41191
1009257,42433
1009257,42800
1009257,36621
1009257,39322
1009257,40159
1009257,38084
1009257,40154
1009257,39318
1009257,41937
1009257,39737
1009257,41161
1009257,37942
1009257,36637
1009257,38971
1009257,41118
1009257,38083
1009257,40068
1009257,41840
1009257,41822
1009257,36443
1009257,41312
1009257,41313
1009257,40064
1009257,38489
1009257,36639
1009257,40067
1009257,38490
1009257,39683
1009257,36504
1009257,39682
1009257,40665
1009257,41404
1009257,40065
1009257,39530
1009257,38492
1009257,39531
1009257,39388
1009257,31021
1009257,40066
1009257,38491
1009257,39987
1009257,39986
1009257,39445
1009257,38481
1009257,38482
1009257,30873
1009257,38300
1009257,38904
1009257,32188
1009257,39600
1009257,39301
1009257,39300
1009257,39041
1009257,40090
1009257,38238
1009257,38318
1009257,38905
1009257,38243
1009257,36433
1009257,40169
1009257,36932
1009257,34377
1009257,37650
1009257,30234
1009257,38706
1009257,36943
1009257,38524
1009257,37200
1009257,38302
1009257,39742
1009257,29506
1009257,36324
1009257,38317
1009257,33098
1009257,30232
1009257,37202
1009257,32202
1009257,37969
1009257,37974
1009257,38810
1009257,36329
1009257,37971
1009257,38365
1009257,38809
1009257,32199
1009257,32197
1009257,38325
1009257,32819
1009257,32861
1009257,32859
1009257,32193
1009257,32857
1009257,32856
1009257,48676
1009257,47314
1009257,41279
1009257,41189
1009257,40152
1009257,35241
1009257,41191
1009257,42433
1009257,42800
1009257,36621
1009257,39322
1009257,40159
1009257,38084
1009257,40154
1009257,39318
1009257,41937
1009257,39737
1009257,41161
1009257,37942
1009257,36637
1009257,38971
1009257,41118
1009257,38083
1009257,40068
1009257,41840
1009257,41822
1009257,36443
1009257,41312
1009257,41313
1009257,40064
1009257,38489
1009257,36639
1009257,40067
1009257,38490
1009257,39683
1009257,36504
1009257,39682
1009257,40665
1009257,41404
1009257,40065
1009257,39530
1009257,38492
1009257,39531
1009257,39388
1009257,31021
1009257,40066
1009257,38491
1009257,39987
1009257,39986
1009257,39445
1009257,38481
1009257,38482
1009257,30873
1009257,38300
1009257,38904
1009257,32188
1009257,39600
1009257,39301
1009257,39300
1009257,39041
1009257,40090
1009257,38238
1009257,38318
1009257,38905
1009257,38243
1009257,36433
1009257,40169
1009257,36932
1009257,34377
1009257,37650
1009257,30234
1009257,38706
1009257,36943
1009257,38524
1009257,37200
1009257,38302
1009257,39742
1009257,29506
1009257,36324
1009257,38317
1009257,33098
1009257,30232
1009257,37202
1009257,32202
1009257,37969
1009257,37974
1009257,38810
1009257,36329
1009257,37971
1009257,38365
1009257,38809
1009257,32199
1009257,32197
1009257,38325
1009257,32819
1009257,32861
1009257,32859
1009257,32193
1009257,32857
1009257,32856
1009257,48676
1009257,47314
1009257,41279
1009257,41189
1009257,40152
1009257,35241
1009257,41191
1009257,42433
1009257,42800
1009257,36621
1009257,39322
1009257,40159
1009257,38084
1009257,40154
1009257,39318
1009257,41937
1009257,39737
1009257,41161
1009257,37942
1009257,36637
1009257,38971
1009257,41118
1009257,38083
1009257,40068
1009257,41840
1009257,41822
1009257,36443
1009257,41312
1009257,41313
1009257,40064
1009257,38489
1009257,36639
1009257,40067
1009257,38490
1009257,39683
1009257,36504
1009257,39682
1009257,40665
1009257,41404
1009257,40065
1009257,39530
1009257,38492
1009257,39531
1009257,39388
1009257,31021
1009257,40066
1009257,38491
1009257,39987
1009257,39986
1009257,39445
1009257,38481
1009257,38482
1009257,30873
1009257,38300
1009257,38904
1009257,32188
1009257,39600
1009257,39301
1009257,39300
1009257,39041
1009257,40090
1009257,38238
1009257,38318
1009257,38905
1009257,38243
1009257,36433
1009257,40169
1009257,36932
1009257,34377
1009257,37650
1009257,30234
1009257,38706
1009257,36943
1009257,38524
1009257,37200
1009257,38302
1009257,39742
1009257,29506
1009257,36324
1009257,38317
1009257,33098
1009257,30232
1009257,37202
1009257,32202
1009257,37969
1009257,37974
1009257,38810
1009257,36329
1009257,37971
1009257,38365
1009257,38809
1009257,32199
1009257,32197
1009257,38325
1009257,32819
1009257,32861
1009257,32859
1009257,32193
1009257,32857
1009257,32856
1009257,48676
1009257,47314
1009257,41279
1009257,41189
1009257,40152
1009257,35241
1009257,41191
1009257,42433
1009257,42800
1009257,36621
1009257,39322
1009257,40159
1009257,38084
1009257,40154
1009257,39318
1009257,41937
1009257,39737
1009257,41161
1009257,37942
1009257,36637
1009257,38971
1009257,41118
1009257,38083
1009257,40068
1009257,41840
1009257,41822
1009257,36443
1009257,41312
1009257,41313
1009257,40064
1009257,38489
1009257,36639
1009257,40067
1009257,38490
1009257,39683
1009257,36504
1009257,39682
1009257,40665
1009257,41404
1009257,40065
1009257,39530
1009257,38492
1009257,39531
1009257,39388
1009257,31021
1009257,40066
1009257,38491
1009257,39987
1009257,39986
1009257,39445
1009257,38481
1009257,38482
1009257,30873
1009257,38300
1009257,38904
1009257,32188
1009257,39600
1009257,39301
1009257,39300
1009257,39041
1009257,40090
1009257,38238
1009257,38318
1009257,38905
1009257,38243
1009257,36433
1009257,40169
1009257,36932
1009257,34377
1009257,37650
1009257,30234
1009257,38706
1009257,36943
1009257,38524
1009257,37200
1009257,38302
1009257,39742
1009257,29506
1009257,36324
1009257,38317
1009257,33098
1009257,30232
1009257,37202
1009257,32202
1009257,37969
1009257,37974
1009257,38810
1009257,36329
1009257,37971
1009257,38365
1009257,38809
1009257,32199
1009257,32197
1009257,38325
1009257,32819
1009257,32861
1009257,32859
1009257,32193
1009257,32857
1009257,32856
1009257,48676
1009257,47314
1009257,41279
1009257,41189
1009257,40152
1009257,35241
1009257,41191
1009257,42433
1009257,42800
1009257,36621
1009257,39322
1009257,40159
1009257,38084
1009257,40154
1009257,39318
1009257,41937
1009257,39737
1009257,41161
1009257,37942
1009257,36637
1009257,38971
1009257,41118
1009257,38083
1009257,40068
1009257,41840
1009257,41822
1009257,36443
1009257,41312
1009257,41313
1009257,40064
1009257,38489
1009257,36639
1009257,40067
1009257,38490
1009257,39683
1009257,36504
1009257,39682
1009257,40665
1009257,41404
1009257,40065
1009257,39530
1009257,38492
1009257,39531
1009257,39388
1009257,31021
1009257,40066
1009257,38491
1009257,39987
1009257,39986
1009257,39445
1009257,38481
1009257,38482
1009257,30873
1009257,38300
1009257,38904
1009257,32188
1009257,39600
1009257,39301
1009257,39300
1009257,39041
1009257,40090
1009257,38238
1009257,38318
1009257,38905
1009257,38243
1009257,36433
1009257,40169
1009257,36932
1009257,34377
1009257,37650
1009257,30234
1009257,38706
1009257,36943
1009257,38524
1009257,37200
1009257,38302
1009257,39742
1009257,29506
1009257,36324
1009257,38317
1009257,33098
1009257,30232
1009257,37202
1009257,32202
1009257,37969
1009257,37974
1009257,38810
1009257,36329
1009257,37971
1009257,38365
1009257,38809
1009257,32199
1009257,32197
1009257,38325
1009257,32819
1009257,32861
1009257,32859
1009257,32193
1009257,32857
1009257,32856
1009257,48676
1009257,47314
1009257,41279
1009257,41189
1009257,40152
1009257,35241
1009257,41191
1009257,42433
1009257,42800
1009257,36621
1009257,39322
1009257,40159
1009257,38084
1009257,40154
1009257,39318
1009257,41937
1009257,39737
1009257,41161
1009257,37942
1009257,36637
1009257,38971
1009257,41118
1009257,38083
1009257,40068
1009257,41840
1009257,41822
1009257,36443
1009257,41312
1009257,41313
1009257,40064
1009257,38489
1009257,36639
1009257,40067
1009257,38490
1009257,39683
1009257,36504
1009257,39682
1009257,40665
1009257,41404
1009257,40065
1009257,39530
1009257,38492
1009257,39531
1009257,39388
1009257,31021
1009257,40066
1009257,38491
1009257,39987
1009257,39986
1009257,39445
1009257,38481
1009257,38482
1009257,30873
1009257,38300
1009257,38904
1009257,32188
1009257,39600
1009257,39301
1009257,39300
1009257,39041
1009257,40090
1009257,38238
1009257,38318
1009257,38905
1009257,38243
