creator_id,full_name
4676,Bev Beveridge
2765,Mary Beveridge
12790,Danilo Beyruth
8001,Alex Bialy
648,Simone Bianchi
4583,Steve Biasi
12007,Leslie Bibb
5179,Seth Biederman
5486,Jessica Biel
9560,Tom Bierbaum
10265,Michael Bierek
11922,Yves Bigerel
904,Chris Biggs
11232,CHRISTINA L. BIGGS
5826,Al Bigley
6043,Armando Bil
10063,Jake Bilbao
3336,Dave Billman
10258,Benjamin Zhang Bin
1456,Jack Binder
1499,Otto Binder
1288,Jerry Bingham
5677,Sahar Biniaz
3780,J.j. Birch
7390,ALEKSI BIRCLOT
193,Simon Bisley
9463,Stephen Bissette
6546,Steve Bissette
12535,Edvin Biukovic
5449,Bill Bixby
387,Bill Black
1388,Jake Black
3700,James Blackburn
12840,Ben Blacker
11952,Benjamin a. Blacker
12397,Haden Blackman
12595,W. Haden Blackman
12430,William Haden Blackman
3654,Thomas Blackshear
12690,Patrick Blaine
9016,Macon Blair
3829,Tex Blaisdell
4135,Shannon Blanchard
9212,Pascal Blanche
11457,Fernando Blanco
11614,Rafa Lopez Blanco
7509,MARGOT BLANKIER
9409,Sarah Blankier
3182,Jesus Blasco
787,Andrew Blase
3524,Adam Blaustein
7980,Adam S. Blaustein
11441,James Bleach
1277,Bret Blevins
4453,Pat Blevins
4701,J. Bligh
9590,Top Cow - Blond
9049,Mark Bloodworth
8860,Justin Bloomer
11417,Steve Blum
4801,Harry Blumfield
4829,Will Blyberg
1508,Guy Blythe
5570,Dave Boat
6593,Charlie Boatner
1384,Terrell Bobbett
239,Juan Bobillo
10001,Karine Boccanfuso
4574,Ryan Bodenheim
6623,J. Bogdanove
1279,Jon Bogdanove
3459,Judy Bogdanove
8820,Jordan Bojar
8466,Edward Bola
2815,Kathryn Bolinger
7334,Brian Bolland
1461,Frank Bolle
3978,David Boller
421,Karl Bollers
10098,BOB BOLLING
8262,Cristiano Loureiro Bolson
1223,John Bolton
9266,Phillip Bond
12762,Elmo Bondoc
499,Jay Bone
9368,Roger Bonet
10087,Elia Bonetti
12423,Elia Bonnetti
12744,Tamra Bonvillain
9074,Matt Booker
11854,Nicole Boose
1148,Brett Booth
6600,Mark Borax
8540,Geraldo Borges
3580,Paul Borges
6761,Ballard Borich
1359,Wayne Boring
9448,Simon Bork
1514,Frank Borth
9128,Mike Bortnik
9371,Roland Boschi
5113,John Bosco
7927,IRO BOT
1404,Jimmy Bott
7510,PHILLIPE BOUCHET
10397,ARNAUD BOUDOIRON
10128,Hubert Boulard
11093,Mikael Bourguoin
10030,MARK ROBERT BOURNE
12738,Chad Bowers
4992,Simon Bowland
5517,Rob Bowman
4236,Dave Boyd
2962,Ron Boyd
9491,Steven Boyett
8750,Jim Boyle
3094,Aubrey Bradford
11875,Nick Bradshaw
1,Tim Bradstreet
9075,Matt Brady
12490,Laura Braga
10093,Brannon Bragga
128,Doug Braithwaite
10041,Kenneth Branagh
3701,Ken Branch
3155,Michele Brand
1976,Michelle Brand
8643,Ivan Brandon
12350,Michael Brandon
530,Andy Brase
3394,Craig Brasfield
8681,Jason Brashill
1011,Russ Braun
2141,June Braverman
5869,Enrique Breccia
8654,Jacques Bredy
1251,Brett Breeding
4862,Pat Breeding
1507,Mortimer Breen
11494,Bettie Breitweiser
969,Mitch Breitweiser
11647,Tom Brennan
2460,Alan Brennert
12678,Dan Brereton
8308,Daniel Brereton
2133,Tom Brevoort
2984,Dave Brewer
2975,David Brewer
1680,Ann Brewster
1341,Norm Breyfogle
5634,Aleksi Briclot
5553,Jeff Bridges
8781,John Bridges
715,Petar Bridges
1601,Dick Briefer
7468,CHRIS BRIGGS
5659,Cameron Bright
3850,Hollis Bright
1316,M.d. Bright
211,Mark Bright
1298,June Brigman
7712,ALEKSI BRILLOT
1122,Philippe Briones
5771,Rachelle Brissenden
12699,Ed Brisson
8172,Bruna Brito
6010,Pier Brito
10277,Mark Britt
9556,Todd Britton
12563,Dario Brizuela
8317,Dario Brizuela
12815,Andrea Broccardo
2376,James Brock
8537,George Broderick
1185,Pat Broderick
7098,Pat Brodericks
3054,Allyn Brodsky
1089,Sol Brodsky
6621,Greg Brooks
694,Mark Brooks
4556,Digital Broome
4541,Mat Broome
3626,Pat Brosseau
1390,Dabel Brothers
1048,Luna Brothers
12580,The Fillbach Brothers
11489,Michael Broussard
10048,Top Cow - Patrick Broussard
10389,Ben Brown
106,Bob Brown
11543,Dan Brown
2043,Eliot Brown
3945,Elman Brown
12422,Garry Brown
8660,James Brown
10757,JEFFREY D. BROWN
12166,Kate Brown
8912,Kristofor Brown
3767,Lawrence Brown
665,Reilly Brown
3673,Robert Brown
5514,Robert Latham Brown
9370,Roger Brown
1151,Roland Bernard Brown
5459,Roscoe Lee Brown
11118,SCOTT OLIVER BROWN
7669,Sotocolor J. Brown
11914,William Reilly Brown
12799,Ryan Browne
6652,J. J. Brozowski
4661,Joe Brozowski
10151,BRREMAUD
367,Ed Brubaker
9076,Matt Brundage
9315,Richard Bruning
770,Chris Brunner
12134,Christopher Brunner
125,Frank Brunner
1758,Jan Brunner
675,Giulia Brusco
8953,Lynaire Brust
1871,Ken Bruzenak
3166,Rick Bryant
5518,Ian Bryce
594,Milx Mahathir Buang
4390,Team Bucce
4587,Brian Buccellato
1909,Steve Buccellato
907,Heather Buchanan
5015,Rodney Buchemi
10091,Rebecca Buchman
8211,Chris Buchner
71,Mark Buckingham
1216,Rich Buckler
4426,Dan Buckley
1394,Bob Budiansky
8497,Franchesco Bufano
11798,Matteo Buffagni
8385,Dominic Buggatto
3632,Lois Buhalis
4860,Connie Buitelman
7127,Al WilliamsonDanny Bulanadi
2940,Barras Bulanadi
5823,Danny Bulanadi
8476,Emma Bull
8325,Dave Bullock
2540,Marvel Bullpen
3109,Crusty Bunkers
6503,Josef Rubinstein as The Crusty Bunkers
10023,Cullen Bunn
8811,Jon Buran
2035,Mark Burbey
941,Rick Burchett
12259,Riccardo Burchielli
8116,Bob Burden
3507,Roy Burdine
8783,John Buren
408,Carl Burgos
8511,Fred Burke
12795,Kevin Burke
4658,Cary Burkett
11265,MICHAEL J. BURKEY
8474,Emilio Burnett
8212,Chris Burnham
1000,John Burns
6582,Nick Burns
8648,Jacen Burrows
8682,Jason Burrows
4060,Shon Bury
3816,Diane Buscema
1612,John Buscema
105,Sal Buscema
9461,Stephanie Buscema
2650,Robbie Busch
1231,Kurt Busiek
12765,Natacha Bustos
5281,Christopher Butcher
3858,Fred Butler
9779,Nancy Butler
9163,Nate Butler
12608,Nathan P. Butler
3535,Steve Butler
5815,Steven Butler
12791,Tara Butters
7781,Adolfo Buylla
6117,Sarah Byam
9152,Mitch Byrd
887,Ronald Byrd
1827,John Byrne
2465,Arthur Byron
7826,J. C.
5690,Christina Cabot
12750,Carlos Cabrera
9169,Nathan Cabrera
3074,Ralph Cabrera
4421,MacKenzie Cadenhead
5481,Nicolas Cage
7343,Joe Cal Cagno
1001,Brendan Cahill
12807,Chelsea Cain
8002,Alex Cal
9345,Robert Calabro
176,J. Calafiore
557,James Calafiore
5268,Jim Calafiore
8586,Helen Caldicott
12802,Ben Caldwell
6561,Clyde Caldwell
355,Talent Caldwell
970,Dennis Calero
8607,Ignacio Calero
3415,John Calimee
10008,James Callahan
8751,Jim Callahan
238,Celia Calle
7129,Virtual Calligraphy
8557,Grant Calof
9346,Robert Camacho
8653,Jacopo Camagni
3053,Don Cameron
1682,Lou Cameron
9223,Paul Cammileri
7546,GUISSEPPE CAMMUNCOLI
3317,Bob Camp
11308,Matt Camp
605,Rob Campanella
2536,Robert Campanella
583,Eddie Campbell
12472,Jamal Campbell
10078,James Campbell
11559,Jeff Scott Campbell
12604,Jim Campbell
645,Laurence Campbell
9508,T Campbell
8339,David Campetti
8668,Jamie Campos
3073,Marc Campos
666,Roberto Campus
81,Duncan Fegredo Sean Phillips Guiseppe Camuncoli
1141,Giuseppe Camuncoli
2386,Harry Candelario
6016,Henry Candelario
3343,Mel Candido
3960,Harry Candilance
7377,Barbara Canepa
1017,Eric Canete
8010,Alexander Cannon
622,Eric Cannon
10076,Max Cannon
8850,Juan Cano
8068,Bing Cansino
8168,Bruce Canwell
5960,Mario Capaldi
8046,Anthony Capers
1960,Joseph Caponsacco
11979,Gemenon Pikon Caprica
379,Greg Capullo
9188,Nick Caputo
10478,Giancarlo Caracuzzo
2381,George Caragonne
5251,Joe Caramagna
9658,W.C. Carani
391,Orson Scott Card
4877,Brent Cardillo
6069,Fred Cardillo
9189,Nick Cardy
366,Mike Carey
3248,Vic Carey
9202,Octavio Cariello
2490,Sergio Cariello
8622,Impacto - Debora Carita
1317,Mike Carlin
6345,Dan De Carlo
6858,Aleret Carlson
4000,Chris Carlson
12324,Ronaldo Del Carmen
12385,Carmen Carnero
8604,Ian Carney
3169,Rob Carosella
8299,Dan Carr
7339,Larry Antonette Dean Carr
4794,Steve Carr
12621,Benjamin Carr&#233;
1616,Vic Carrabotta
2823,Dario Carrasco
3404,Dario Carrasco Jr.
5348,Al Carreno
9206,Oscar Carreno
8051,Armando Carrillo
8512,Fred Carrillo
8213,Chris Carroll
1067,Madison Carter
11045,Eric Cartier
2887,Marie Cartier
8602,Huck/Konopacki Labor Cartoons
9660,Walter Carzon
9998,Elena Casagrande
10037,Matteo Casali
2983,Richard Case
1133,Stefano Caselli
4446,Janice Casey
4442,Janine Casey
159,Joe Casey
162,John Cassaday
9347,Robert Dewey Cassell
10275,Leonel Castellani
200,Claudio Castellini
10108,Marco Castiello
4746,Lara Castle
5729,Anthony Castrillo
6579,Madz Castrillo
9360,Roberto Castro
10155,Onofrio Catacchio
12712,Donny Cates
2598,Mike Catron
2089,Joey Cavalieri
9129,Mike Cavallaro
5221,Arthur Cazeneuve
2817,John Cebollero
759,C. B. Cebulski
12574,C.B. Cebulski
9689,Wyatt Cenac
11276,WYATT JOHN FOSTER CENAC
12583,Chris Cerasi
1203,Marc Cerasini
7644,John Cerilli
1603,Joe Certa
533,Keu Cha
5699,Lacey Chabert
8652,Jacob Chabot
7119,Paul Chadwick
6028,Stu Chaifetz
3244,Misspelled Chaing
8907,Kody Chamberlain
2974,Digital Chameleon
3675,Keith Champagne
12800,Afu Chan
7861,CHEW CHAN
6257,Ernie Chan
8661,James Chan
8683,Jason Chan
10014,PIERRE-MONY CHAN
12648,Ron Chan
9657,W. Chew Chan
4780,B Chang
4039,Bernard Chang
9403,Sandra Chang
9661,Warren Chang
9691,Yana Chapkis
6938,Martin Chaplin
11937,Clay Mcleod Chapman
1481,Hank Chapman
10458,Russ Chappell
5681,Alex Chapple
9937,Jim Charalampidis
5127,Travis Charest
336,Dan Chariton
11896,Peter Charpentier
5075,Bobbie Chase
10053,Michael Chatham
9219,Patrick Chau
808,Howard Chaykin
9991,Don Cheadle
11748,Marco Checchetto
1673,Sid Check
12467,Orphans Cheeps
12658,Andrea Chella
12570,Christina Chen
12778,Helen Chen
619,Jo Chen
7865,ROBERTO DE LA TORRE DAVID AJA SEAN CHEN
174,Sean Chen
11113,SHANTE SHAW CHEN
849,Matt Cherniss
8973,MK - Eric Cherry
12673,Robert Chestney
357,Jim Cheung
12277,Jimmy Cheung
8247,Cliff Chiang
8251,Clio Chiang
1887,Janice Chiang
2151,Frank Chiaramonte
2073,Mark Chiarello
2498,Alan Smithee D.G. Chichester
4857,Dan G. Chichester
7441,MARCO CHICHETTO
5571,Michael Chiklis
8849,Joyce Chin
12661,"Batt, Brian Ching"
10673,BRIAN Y. CHING
1941,Joe Chiodo
3057,Dave Chlystek
7507,DAVE BULLOCK MICHAEL CHO
185,Frank Cho
9096,Michael Cho
9441,Sharon Cho
1332,Brandon Choi
556,Jung Choi
11246,MARY H. CHOI
11123,Mary H.K. Choi
1050,Michael Choi
10851,MICHAEL HYUN-MIN CHOI
1052,Mike Choi
9182,Nicholas Choles
12665,Nick Choles
12388,Gary Choo
4866,Tina Chrioproces
5368,Mike Christian
7518,JASON C. CHRISTIANSEN
902,Jeff Christiansen
8725,Jeffrey Christiansen
10405,John Tyler Christopher
4769,Tom Christopher
12798,Amy Chu
4660,T. S. Chu
562,Tom Chu
8214,Chris Chua
441,Chris Chuckry
3805,Jimmy Chung
529,June Chung
12688,Ryan Church
5523,Thomas Haden Church
1192,Ian Churchill
11216,BRIAN ANTHONY CHURILLA
8340,David Chylstek
10197,Barbara Ciardo
4861,Pete Ciccione
3731,Peter Ciccone
9414,Scott Ciencin
9272,Piotr Cieslinski
5149,Vicente Cifuentes
12448,Yildiray Cinar
10156,Francesca Ciregia
9283,Ralph Cirella
6850,Frank Cirocco
12425,Enis Cisic
44,Chris Claremont
8752,Jim Clark
8838,Joseph Clark
4001,LeAnn Clark
5882,Leeann Clark
8939,Lenar Clark
5971,Manny Clark
9021,Manuel Clark
4858,Margaret Clark
637,Matthew Clark
9316,Richard Clark
3999,Scott Clark
12463,Andy Clarke
9679,William Bueno Clausen
638,Edgar Clement
11863,BRIAN DEAN CLEVINGER
1430,Ronan Cliquet
8094,Becky Cloonan
3388,Pittsburgh Comics Club
8244,Chynna Clugston-Major
8024,Andre Coates
6645,Andre Smith Coates
12803,Ta-Nehisi Coates
8599,Howard Cobb
46,Dave Cockrum
2048,Paty Cockrum
8025,Andres Coelho
12823,Jorge Coelho
12340,Jorge Manuel Carocha Coelho
10445,Iban Coello
1767,Janice Cohen
7331,Lynn Cohen
9564,Tom Cohen
8525,Gary Cohn
9415,Scott Cohn
6170,Olivier Coipel
11944,Thomas Lewis Coker
1421,Tomm Coker
11345,MIRKO COLAK
270,Gene Colan
574,Simon Coleby
8055,Aron Coleite
2291,Hector Collazo
10886,METROPOLIS COLLECTIBLES
1431,Ave Collen
1523,Vince Colletta
8039,Angel Collins
8111,Billy Collins
5186,Max Allan Collins
9098,Michael Collins
3862,Mike Collins
9160,Nancy Collins
10178,Sean T. Collins
9530,Terry Collins
3822,Ernie Colon
2518,American Color computer color
4105,Extreme Color
4394,Liquid Color
660,Tang Animation Coloring
9515,Tang Animation & Coloring
2055,Bw reprint colorist
2054,Original Colorist
7848,John Kaliz Colors
5451,Jack Colvin
3927,But Not on an actual published Comic
7975,Acclaim Comics
8582,Harley Yee Rare Comics
9094,Metropolis Comics
9145,Mile High Comics
9276,Quality Comics
9534,Terry's Comics
424,Udon Comics
9620,Udon Comics - Comics
6133,Agostin Comoto
2079,As Company
5345,John Compton
8341,David Concepcion
